killed_by,killer_name,killer_placement,killer_position_x,killer_position_y,map,match_id,time,victim_name,victim_placement,victim_position_x,victim_position_y
S1897,phimath,4,420594.1,324313.9,,2U4GBNA0YmlYNAxlzLXqP4yFs_TnX7x4IdstRdNhchMAfphZEH6yTTjgmPyUYKAa,162,Nicky8639,44,0,0
Down and Out,ziyunly,12,508381.7,549908.4,,2U4GBNA0YmlYNAxlzLXqP4yFs_TnX7x4IdstRdNhchMAfphZEH6yTTjgmPyUYKAa,1046,LimpRag,14,509508,550047.1
SCAR-L,Kuaishou-djdg,1,531876.4,646466.9,,2U4GBNA0YmlYNAxlzLXqP4yFs_TnX7x4IdstRdNhchMAfphZEH6yTTjgmPyUYKAa,1562,sneakymufu,6,536537.2,649616.6
SCAR-L,Kuaishou-djdg,1,548044.4,654128.1,,2U4GBNA0YmlYNAxlzLXqP4yFs_TnX7x4IdstRdNhchMAfphZEH6yTTjgmPyUYKAa,1622,phimath,4,557531.6,662355.9
Down and Out,Kuaishou-djdg,1,527930.3,645284.4,,2U4GBNA0YmlYNAxlzLXqP4yFs_TnX7x4IdstRdNhchMAfphZEH6yTTjgmPyUYKAa,1562,HRhuckinstuff,6,536644.9,649434.1
Down and Out,Youmucha,16,195852.2,269659.9,,2U4GBNA0YmlYNAxlzLXqP4yFs_TnX7x4IdstRdNhchMAfphZEH6yTTjgmPyUYKAa,92,GUOMINLAOTIE,49,196768.5,268966
SCAR-L,silenceCr,29,155221,277762.3,,2U4GBNA0YmlYNAxlzLXqP4yFs_TnX7x4IdstRdNhchMAfphZEH6yTTjgmPyUYKAa,256,Chrisstory_,35,164913.8,280758.5
SKS,DMM366,24,199736.5,276141.8,,2U4GBNA0YmlYNAxlzLXqP4yFs_TnX7x4IdstRdNhchMAfphZEH6yTTjgmPyUYKAa,165,Youmucha,16,199422.4,276224.1
M416,yurenzz,15,552629.3,543081.3,,2U4GBNA0YmlYNAxlzLXqP4yFs_TnX7x4IdstRdNhchMAfphZEH6yTTjgmPyUYKAa,934,Mutther,18,550688.4,553562
Hit by Car,Bearskunk,7,340732.9,519938.4,,2U4GBNA0YmlYNAxlzLXqP4yFs_TnX7x4IdstRdNhchMAfphZEH6yTTjgmPyUYKAa,1002,Ayanokai,16,341201.7,519983.8
SCAR-L,ziyunly,12,508498.2,550037.7,,2U4GBNA0YmlYNAxlzLXqP4yFs_TnX7x4IdstRdNhchMAfphZEH6yTTjgmPyUYKAa,1046,SoLazy812,14,509380.4,549847.2
Down and Out,junjunjunshi,15,552188.4,542982.4,,2U4GBNA0YmlYNAxlzLXqP4yFs_TnX7x4IdstRdNhchMAfphZEH6yTTjgmPyUYKAa,934,GABO_SG,18,551855,548398.4
Punch,wzz1008,38,201040.4,286924.5,,2U4GBNA0YmlYNAxlzLXqP4yFs_TnX7x4IdstRdNhchMAfphZEH6yTTjgmPyUYKAa,88,crazy_suchao,47,201091.3,287036.5
Kar98k,SvoBigD,2,440497.2,636812.1,,2U4GBNA0YmlYNAxlzLXqP4yFs_TnX7x4IdstRdNhchMAfphZEH6yTTjgmPyUYKAa,983,RuaRuaTT,17,442295,632225.7
SCAR-L,Kuaishou-djdg,1,423385.3,464013.8,,2U4GBNA0YmlYNAxlzLXqP4yFs_TnX7x4IdstRdNhchMAfphZEH6yTTjgmPyUYKAa,824,Fivelb,23,423513.7,480053.7
Mini 14,HHHHH____,12,573879.6,462328.2,,2U4GBNA0YmlYNAxlzLXqP4yFs_TnX7x4IdstRdNhchMAfphZEH6yTTjgmPyUYKAa,844,asd123_wjd,21,572970.4,448566.6
Kar98k,Bearskunk,7,309650.4,509512.9,,2U4GBNA0YmlYNAxlzLXqP4yFs_TnX7x4IdstRdNhchMAfphZEH6yTTjgmPyUYKAa,870,DAYEYY,19,320569.9,484977.9
S1897,MrsFeiFei,37,158049,275004,,2U4GBNA0YmlYNAxlzLXqP4yFs_TnX7x4IdstRdNhchMAfphZEH6yTTjgmPyUYKAa,156,SHAAAAAAAA,43,157789.1,275215.8
SCAR-L,Kuaishou-djdg,1,468389.3,543566.1,,2U4GBNA0YmlYNAxlzLXqP4yFs_TnX7x4IdstRdNhchMAfphZEH6yTTjgmPyUYKAa,1246,liar50,11,475082.8,535808.4
M16A4,98KBBBBA,19,318884.5,486537.2,,2U4GBNA0YmlYNAxlzLXqP4yFs_TnX7x4IdstRdNhchMAfphZEH6yTTjgmPyUYKAa,837,Altinevil,22,310194.7,484149.6
SCAR-L,GODPOKER,37,157739.5,275625.8,,2U4GBNA0YmlYNAxlzLXqP4yFs_TnX7x4IdstRdNhchMAfphZEH6yTTjgmPyUYKAa,190,SacSac89,43,157546.7,276088.2
Down and Out,FatSanta,2,507166.2,701981.6,,2U4GBNA0YmlYNAxlzLXqP4yFs_TnX7x4IdstRdNhchMAfphZEH6yTTjgmPyUYKAa,1494,Bearskunk,7,512246.6,693710.6
Down and Out,HHHHH____,12,573879.6,462328.2,,2U4GBNA0YmlYNAxlzLXqP4yFs_TnX7x4IdstRdNhchMAfphZEH6yTTjgmPyUYKAa,844,Xu-ershao007,21,573171.5,448367.1
M416,Bearskunk,7,296088.4,505793.1,,2U4GBNA0YmlYNAxlzLXqP4yFs_TnX7x4IdstRdNhchMAfphZEH6yTTjgmPyUYKAa,645,MrAXuBaBa,28,298763.3,506569.3
Down and Out,SvoBigD,2,539469.5,680417.5,,2U4GBNA0YmlYNAxlzLXqP4yFs_TnX7x4IdstRdNhchMAfphZEH6yTTjgmPyUYKAa,1631,Striker__Eureka,3,539976.6,677704.1
SCAR-L,FatSanta,2,512881.4,696371.5,,2U4GBNA0YmlYNAxlzLXqP4yFs_TnX7x4IdstRdNhchMAfphZEH6yTTjgmPyUYKAa,1494,AMYOCALYPSE,7,511765.8,694059.1
AKM,junjunjunshi,15,550679.8,559017.6,,2U4GBNA0YmlYNAxlzLXqP4yFs_TnX7x4IdstRdNhchMAfphZEH6yTTjgmPyUYKAa,882,SOULTI,20,552936.4,543311.4
Down and Out,silenceCr,29,154102,276164.3,,2U4GBNA0YmlYNAxlzLXqP4yFs_TnX7x4IdstRdNhchMAfphZEH6yTTjgmPyUYKAa,256,swtnini,35,165003,280678.4
SCAR-L,SvoBigD,2,539284.6,678689.1,,2U4GBNA0YmlYNAxlzLXqP4yFs_TnX7x4IdstRdNhchMAfphZEH6yTTjgmPyUYKAa,1631,STUSSYWANG97,3,539208.4,678490
Kar98k,Kuaishou-djdg,1,546252,671332.1,,2U4GBNA0YmlYNAxlzLXqP4yFs_TnX7x4IdstRdNhchMAfphZEH6yTTjgmPyUYKAa,1674,SvoBigD,2,543525.6,677768.9
Down and Out,Kuaishou-djdg,1,544931.1,671123,,2U4GBNA0YmlYNAxlzLXqP4yFs_TnX7x4IdstRdNhchMAfphZEH6yTTjgmPyUYKAa,1674,FatSanta,2,540727.9,677416.9
SCAR-L,silenceCr,29,158164,284692,,2U4GBNA0YmlYNAxlzLXqP4yFs_TnX7x4IdstRdNhchMAfphZEH6yTTjgmPyUYKAa,198,MrsFeiFei,37,159997.6,276364.7
Micro UZI,Mutther,18,437984.5,334507,,2U4GBNA0YmlYNAxlzLXqP4yFs_TnX7x4IdstRdNhchMAfphZEH6yTTjgmPyUYKAa,118,yagam1lightzz,48,438155.7,332790.9
SCAR-L,Kuaishou-djdg,1,436723.4,534881.9,,2U4GBNA0YmlYNAxlzLXqP4yFs_TnX7x4IdstRdNhchMAfphZEH6yTTjgmPyUYKAa,1079,LERBER,13,439300.1,512551.2
SCAR-L,Kuaishou-djdg,1,518056.8,634031.2,,2U4GBNA0YmlYNAxlzLXqP4yFs_TnX7x4IdstRdNhchMAfphZEH6yTTjgmPyUYKAa,1371,JENNY19,8,520627,635343.1
Vector,LimpRag,14,492972.6,443954.2,,2U4GBNA0YmlYNAxlzLXqP4yFs_TnX7x4IdstRdNhchMAfphZEH6yTTjgmPyUYKAa,610,Lancelot1107,10,492755.1,443392.4
Mini 14,yuanyuan2017,5,563338.7,627400.2,,2U4GBNA0YmlYNAxlzLXqP4yFs_TnX7x4IdstRdNhchMAfphZEH6yTTjgmPyUYKAa,1324,Tom-hanks2017,10,566474.8,631545.1
SCAR-L,Kuaishou-djdg,1,467515.9,544465.3,,2U4GBNA0YmlYNAxlzLXqP4yFs_TnX7x4IdstRdNhchMAfphZEH6yTTjgmPyUYKAa,1249,IGmikuxicui,11,463867.5,539351.9
Down and Out,junjunjunshi,15,550679.8,559017.6,,2U4GBNA0YmlYNAxlzLXqP4yFs_TnX7x4IdstRdNhchMAfphZEH6yTTjgmPyUYKAa,882,nana-dw,20,552720.2,543291.7
Punch,Ayanokai,16,214503.5,275339.8,,2U4GBNA0YmlYNAxlzLXqP4yFs_TnX7x4IdstRdNhchMAfphZEH6yTTjgmPyUYKAa,109,yiftach,45,214459.7,275406.6
Down and Out,SvoBigD,2,440568.2,636791.3,,2U4GBNA0YmlYNAxlzLXqP4yFs_TnX7x4IdstRdNhchMAfphZEH6yTTjgmPyUYKAa,983,SJXECC,17,440882.9,634349.6
S1897,junjunjunshi,15,732989.8,436149.3,,2U4GBNA0YmlYNAxlzLXqP4yFs_TnX7x4IdstRdNhchMAfphZEH6yTTjgmPyUYKAa,177,WongGCN,40,734021.2,435985.7
UMP9,Kuaishou-djdg,1,434610.3,451552.7,,2U4GBNA0YmlYNAxlzLXqP4yFs_TnX7x4IdstRdNhchMAfphZEH6yTTjgmPyUYKAa,665,Hz_Haozi,27,432326.3,453254.9
AKM,Ayanokai,16,215965.8,273004.4,,2U4GBNA0YmlYNAxlzLXqP4yFs_TnX7x4IdstRdNhchMAfphZEH6yTTjgmPyUYKAa,146,mdue,45,216090.9,274710.5
P92,Zh-fan,46,420726.6,324013.5,,2U4GBNA0YmlYNAxlzLXqP4yFs_TnX7x4IdstRdNhchMAfphZEH6yTTjgmPyUYKAa,94,n_boga,4,420933.7,324307.2
M16A4,DAYEYY,19,138614.6,294550.7,,2U4GBNA0YmlYNAxlzLXqP4yFs_TnX7x4IdstRdNhchMAfphZEH6yTTjgmPyUYKAa,407,H7H7XL,31,137912.4,294185.6
UMP9,Kuaishou-djdg,1,434006.6,451247.1,,2U4GBNA0YmlYNAxlzLXqP4yFs_TnX7x4IdstRdNhchMAfphZEH6yTTjgmPyUYKAa,660,ZG_Aying,27,433742.2,451607.5
AKM,yushengfree921,39,732735.3,436154.8,,2U4GBNA0YmlYNAxlzLXqP4yFs_TnX7x4IdstRdNhchMAfphZEH6yTTjgmPyUYKAa,208,ainidezz,40,733685.8,436430.9
SKS,DMM366,24,198027.3,283915.2,,2U4GBNA0YmlYNAxlzLXqP4yFs_TnX7x4IdstRdNhchMAfphZEH6yTTjgmPyUYKAa,228,FengGedaJJ,38,198072.2,283942.6
M16A4,phimath,4,552647.3,537534.6,,2U4GBNA0YmlYNAxlzLXqP4yFs_TnX7x4IdstRdNhchMAfphZEH6yTTjgmPyUYKAa,1026,junjunjunshi,15,551475.8,546638.8
Down and Out,Nicky8639,44,418464.3,326728.7,,2U4GBNA0YmlYNAxlzLXqP4yFs_TnX7x4IdstRdNhchMAfphZEH6yTTjgmPyUYKAa,118,wojiaohenchou,48,416708.6,328626.9
UMP9,Xu-ershao007,21,623215.4,385099.9,,2U4GBNA0YmlYNAxlzLXqP4yFs_TnX7x4IdstRdNhchMAfphZEH6yTTjgmPyUYKAa,169,wsdouodu,44,623657.5,384874.5
S686,Mirrors-Z,33,175718.8,306936.7,,2U4GBNA0YmlYNAxlzLXqP4yFs_TnX7x4IdstRdNhchMAfphZEH6yTTjgmPyUYKAa,91,syx330061951,42,175800.3,307168.5
UMP9,wangshouy,8,500655.9,566795.8,,2U4GBNA0YmlYNAxlzLXqP4yFs_TnX7x4IdstRdNhchMAfphZEH6yTTjgmPyUYKAa,1185,ziyunly,12,503379.9,565732.6
Down and Out,Kuaishou-djdg,1,424676.8,462729.1,,2U4GBNA0YmlYNAxlzLXqP4yFs_TnX7x4IdstRdNhchMAfphZEH6yTTjgmPyUYKAa,824,yx0124nx,23,416975.7,480790.9
M416,Bearskunk,7,294912.6,506212.5,,2U4GBNA0YmlYNAxlzLXqP4yFs_TnX7x4IdstRdNhchMAfphZEH6yTTjgmPyUYKAa,696,UndeadGuo,26,294877.1,506289.1
SCAR-L,DMM366,24,301000.4,506591.1,,2U4GBNA0YmlYNAxlzLXqP4yFs_TnX7x4IdstRdNhchMAfphZEH6yTTjgmPyUYKAa,645,zhchijile,28,301219.4,506671.3
M416,yurenzz,15,551696.8,561257.1,,2U4GBNA0YmlYNAxlzLXqP4yFs_TnX7x4IdstRdNhchMAfphZEH6yTTjgmPyUYKAa,721,RickTran,25,552202.1,581258.6
Down and Out,silenceCr,29,171678.6,277983.7,,2U4GBNA0YmlYNAxlzLXqP4yFs_TnX7x4IdstRdNhchMAfphZEH6yTTjgmPyUYKAa,317,Mirrors-Z,33,170903.2,281527.8
S12K,Youmucha,16,197680.7,268187.2,,2U4GBNA0YmlYNAxlzLXqP4yFs_TnX7x4IdstRdNhchMAfphZEH6yTTjgmPyUYKAa,92,laotianxie,49,197554.8,268204.9
M416,HRhuckinstuff,6,563727.2,617254.4,,2U4GBNA0YmlYNAxlzLXqP4yFs_TnX7x4IdstRdNhchMAfphZEH6yTTjgmPyUYKAa,1345,8234567,9,568272.8,622865.1
AKM,98KBBBBA,19,139036,293262.6,,2U4GBNA0YmlYNAxlzLXqP4yFs_TnX7x4IdstRdNhchMAfphZEH6yTTjgmPyUYKAa,446,silenceCr,29,143464.5,290828
Down and Out,Bearskunk,7,295700.9,502721.5,,2U4GBNA0YmlYNAxlzLXqP4yFs_TnX7x4IdstRdNhchMAfphZEH6yTTjgmPyUYKAa,696,theDaBiGe,26,291332,494999.9
Punch,Tom-hanks2017,10,645158.3,422035.2,,2U4GBNA0YmlYNAxlzLXqP4yFs_TnX7x4IdstRdNhchMAfphZEH6yTTjgmPyUYKAa,198,SOSRROO,44,0,0
Down and Out,phimath,4,558863.5,662353.3,,2U4GBNA0YmlYNAxlzLXqP4yFs_TnX7x4IdstRdNhchMAfphZEH6yTTjgmPyUYKAa,1619,yuanyuan2017,5,548698.1,654250.6
Down and Out,Kuaishou-djdg,1,349380.3,379205.9,,2U4GBNA0YmlYNAxlzLXqP4yFs_TnX7x4IdstRdNhchMAfphZEH6yTTjgmPyUYKAa,372,VayneLove,32,360352.2,361791.7
SCAR-L,Kuaishou-djdg,1,514345.8,632634.3,,2U4GBNA0YmlYNAxlzLXqP4yFs_TnX7x4IdstRdNhchMAfphZEH6yTTjgmPyUYKAa,1367,wangshouy,8,515416,632962.8
SCAR-L,DAYEYY,19,320649.9,486367.9,,2U4GBNA0YmlYNAxlzLXqP4yFs_TnX7x4IdstRdNhchMAfphZEH6yTTjgmPyUYKAa,831,My-Jzx,22,321431.5,485294.9
Down and Out,LimpRag,14,509185.2,550042.1,,2U4GBNA0YmlYNAxlzLXqP4yFs_TnX7x4IdstRdNhchMAfphZEH6yTTjgmPyUYKAa,1060,HHHHH____,12,508853.9,549878.6
M416,yx0124nx,23,407239.8,293409.7,,2U4GBNA0YmlYNAxlzLXqP4yFs_TnX7x4IdstRdNhchMAfphZEH6yTTjgmPyUYKAa,409,Troysaid,30,411132,291749.4
SCAR-L,silenceCr,29,154099.4,276034.3,,2U4GBNA0YmlYNAxlzLXqP4yFs_TnX7x4IdstRdNhchMAfphZEH6yTTjgmPyUYKAa,235,GODPOKER,37,159598.6,280154.9
SCAR-L,DiaoP,13,565213.9,386099.6,,2U4GBNA0YmlYNAxlzLXqP4yFs_TnX7x4IdstRdNhchMAfphZEH6yTTjgmPyUYKAa,132,ljx93,36,564289,384231.2
SCAR-L,Kuaishou-djdg,1,548349.4,654107.6,,2U4GBNA0YmlYNAxlzLXqP4yFs_TnX7x4IdstRdNhchMAfphZEH6yTTjgmPyUYKAa,1619,hxcjoone,5,552988.7,656923.4
M416,Shen_A1,36,565596.8,384465.2,,2U4GBNA0YmlYNAxlzLXqP4yFs_TnX7x4IdstRdNhchMAfphZEH6yTTjgmPyUYKAa,155,DiaoP,13,565253.6,384569.4
M416,Kuaishou-djdg,1,362038.8,401738.9,,2U4GBNA0YmlYNAxlzLXqP4yFs_TnX7x4IdstRdNhchMAfphZEH6yTTjgmPyUYKAa,255,guofudi1pi-zhuzi,34,366190.9,400207.9
AKM,junjunjunshi,15,733931.7,436201.4,,2U4GBNA0YmlYNAxlzLXqP4yFs_TnX7x4IdstRdNhchMAfphZEH6yTTjgmPyUYKAa,211,yushengfree921,39,732995.6,436328.5
M416,HRhuckinstuff,6,563602.2,617711.3,,2U4GBNA0YmlYNAxlzLXqP4yFs_TnX7x4IdstRdNhchMAfphZEH6yTTjgmPyUYKAa,1351,visdiaqunidaye,9,564584.6,624561.8
SKS,DMM366,24,197575.7,284146.9,,2U4GBNA0YmlYNAxlzLXqP4yFs_TnX7x4IdstRdNhchMAfphZEH6yTTjgmPyUYKAa,225,wzz1008,38,197634.6,283775.8
SCAR-L,silenceCr,29,171338.5,277931.7,,2U4GBNA0YmlYNAxlzLXqP4yFs_TnX7x4IdstRdNhchMAfphZEH6yTTjgmPyUYKAa,317,CnLastOne,33,170708.1,279844.7
P92,SOSRROO,44,645885.6,422179.3,,2U4GBNA0YmlYNAxlzLXqP4yFs_TnX7x4IdstRdNhchMAfphZEH6yTTjgmPyUYKAa,154,J-MAU,25,645967.9,422196.8
Down and Out,phimath,4,552562.2,533322.2,,2U4GBNA0YmlYNAxlzLXqP4yFs_TnX7x4IdstRdNhchMAfphZEH6yTTjgmPyUYKAa,1026,yurenzz,15,550705.4,547897.3
Down and Out,Nicky8639,44,418441,326844.4,,2U4GBNA0YmlYNAxlzLXqP4yFs_TnX7x4IdstRdNhchMAfphZEH6yTTjgmPyUYKAa,126,bluexXxsky,46,416310.3,328042
UMP9,Kuaishou-djdg,1,349759.6,379797.2,,2U4GBNA0YmlYNAxlzLXqP4yFs_TnX7x4IdstRdNhchMAfphZEH6yTTjgmPyUYKAa,372,Zmwx99,32,360019.9,361946.3
M416,Nicky8639,44,422127.5,324448.4,,2U4GBNA0YmlYNAxlzLXqP4yFs_TnX7x4IdstRdNhchMAfphZEH6yTTjgmPyUYKAa,126,Zh-fan,46,422178.3,324234.5
Down and Out,Fivelb,23,411247.7,290940.5,,2U4GBNA0YmlYNAxlzLXqP4yFs_TnX7x4IdstRdNhchMAfphZEH6yTTjgmPyUYKAa,409,zhuyafei12,30,410803.5,291328
Mini 14,Mirrors-Z,33,171158.9,294918.6,,2U4GBNA0YmlYNAxlzLXqP4yFs_TnX7x4IdstRdNhchMAfphZEH6yTTjgmPyUYKAa,191,MLF0030,42,171326.7,303703.8
